X_train,y_train
"[4, 5204, 1433, 18, 5, 747, 4, 19, 2472, 5491]","[5924, 6, 2676, 2430, 13, 82, 7569, 5, 1, 1]"
"[2335, 4047, 4, 53, 34, 697, 39, 869, 4, 985]","[288, 5254, 280, 5601, 146, 38, 6868, 958, 17, 136]"
"[1985, 38, 27, 29, 686, 4359, 904, 11, 28, 1413]","[12, 434, 3, 309, 1, 283, 136, 11, 507, 439]"
"[1344, 7, 28, 4082, 27, 4044, 119, 4, 2962, 1]","[2187, 87, 1306, 3151, 1, 96, 481, 3, 2187, 9875]"
"[5, 9855, 580, 191, 7, 5, 480, 2088, 7, 3564]","[704, 2324, 24, 37, 4089, 6852, 7, 29, 1428, 1435]"
"[103, 32, 57, 98, 2, 239, 50, 4, 39, 2375]","[19, 57, 1179, 41, 3395, 52, 3, 1761, 39, 3011]"
"[1094, 225, 7, 2, 146, 3, 22, 11, 39, 1671]","[268, 7, 2882, 24, 37, 380, 7, 5, 2204, 1263]"
"[4328, 25, 23, 100, 715, 14, 2, 77, 13, 15]","[38, 5, 268, 16, 13, 3189, 31, 11, 310, 189]"
"[2065, 6222, 92, 1507, 52, 6, 333, 95, 6883, 4608]","[5364, 7875, 25, 30, 1057, 91, 1854, 4, 4964, 4085]"
"[5350, 1, 839, 1066, 1, 1, 1137, 3, 28, 207]","[6834, 323, 2317, 730, 270, 4526, 11, 2988, 4, 1]"
"[12, 29, 18, 249, 18, 16, 1044, 21, 39, 6044]","[96, 22, 159, 1769, 61, 888, 333, 144, 3, 1063]"
"[3308, 41, 1244, 982, 9, 994, 6, 28, 1917, 2469]","[107, 3, 1, 42, 4942, 80, 3, 2938, 2475, 143]"
"[766, 6, 1067, 4, 2, 159, 852, 11, 2748, 2034]","[410, 16, 2883, 23, 364, 2117, 1811, 4, 1, 1]"
"[2628, 17, 2, 629, 26, 122, 29, 2634, 229, 762]","[38, 5, 334, 1510, 49, 17, 1, 9671, 7, 2784]"
"[145, 2094, 5120, 12, 5, 108, 172, 452, 9, 141]","[1540, 185, 7, 20, 2, 3805, 23, 873, 2939, 694]"
"[1, 9, 1685, 751, 1, 6, 1, 9, 2560, 3132]","[2614, 1, 174, 79, 1, 538, 1, 3, 2, 142]"
"[3291, 7257, 1, 558, 1, 207, 3, 281, 50, 47]","[1284, 3, 1, 1, 2, 5577, 409, 3345, 1, 3699]"
"[4, 2, 1, 436, 106, 1867, 16, 18, 5, 286]","[1, 9638, 24, 1134, 2485, 4440, 3, 1116, 28, 1014]"
"[3, 2902, 5, 714, 48, 31, 64, 17, 2, 159]","[77, 24, 30, 804, 59, 4607, 2270, 5, 57, 1]"
"[31, 1, 531, 6, 2651, 31, 2637, 21, 169, 2263]","[789, 1, 6, 10, 288, 60, 72, 7, 1924, 4525]"
"[7343, 7441, 255, 383, 294, 83, 465, 49, 27, 695]","[84, 26, 1814, 15, 16, 2236, 4759, 1, 620, 1]"
"[1038, 641, 9, 2, 669, 21, 9660, 2893, 2360, 203]","[27, 2544, 5, 316, 4, 52, 30, 71, 1, 2617]"
"[240, 40, 3674, 2, 8756, 1, 1864, 6, 1108, 6118]","[6, 1777, 7, 31, 437, 6, 1, 7, 31, 2949]"
"[46, 4, 2, 116, 3408, 13, 4039, 14, 1085, 5060]","[1883, 1, 279, 10, 3838, 3, 5, 9730, 75, 369]"
"[1066, 1, 1, 6, 8524, 1, 1137, 3, 28, 207]","[134, 5382, 3, 1, 2, 1, 8144, 1, 979, 1596]"
"[651, 1, 32, 27, 54, 283, 18, 1, 2356, 1]","[2430, 2962, 10, 264, 7, 5, 1943, 7, 1, 7210]"
"[497, 2, 787, 1048, 2203, 4, 1983, 199, 12, 5552]","[81, 1, 202, 1, 57, 2516, 149, 7727, 6, 1]"
"[15, 49, 185, 147, 1588, 129, 11, 14, 8, 235]","[1083, 1, 6398, 397, 10, 108, 5982, 7, 1209, 572]"
"[44, 2, 588, 879, 1, 238, 31, 9, 5, 893]","[10, 1778, 20, 75, 34, 1208, 62, 14, 4337, 2023]"
"[1318, 250, 62, 1, 2, 169, 216, 9, 1, 5963]","[2422, 2, 257, 3, 214, 119, 543, 20, 2311, 1]"
"[17, 1, 9, 2, 669, 11, 2207, 2543, 822, 1]","[67, 72, 2185, 1, 46, 1373, 1, 3252, 7, 1107]"
"[2, 2064, 1, 4, 2, 938, 2245, 7, 303, 1515]","[760, 4, 5236, 10, 2, 747, 4, 72, 4, 4931]"
"[1985, 38, 27, 29, 686, 4359, 904, 11, 28, 1413]","[4065, 130, 372, 3484, 21, 1, 1, 3224, 56, 101]"
"[657, 5, 594, 237, 6140, 3, 1752, 928, 7, 7959]","[38, 5747, 13, 53, 30, 441, 109, 3959, 9, 1803]"
"[7984, 2676, 21, 2238, 146, 548, 10, 787, 3, 893]","[304, 3, 158, 49, 259, 146, 12, 1298, 7, 1]"
"[61, 81, 25, 358, 2, 809, 1264, 3, 5, 607]","[4, 6570, 1, 1, 4784, 1, 3, 3888, 7, 4653]"
"[2, 172, 144, 8, 39, 53, 1280, 50, 226, 115]","[3845, 6, 4338, 23, 37, 5104, 17, 5, 525, 221]"
"[17, 226, 963, 20, 9826, 225, 34, 448, 2, 1118]","[4231, 4, 1690, 56, 26, 153, 7, 470, 4, 731]"
"[2811, 1, 6, 2063, 213, 75, 394, 1756, 3719, 1674]","[1545, 1, 951, 20, 44, 253, 17, 1, 183, 320]"
"[1621, 7953, 3143, 7, 2, 361, 2192, 11, 3482, 663]","[104, 32, 407, 9518, 2, 1, 4, 4467, 1, 1419]"
"[3, 1140, 17, 635, 6, 9929, 3828, 138, 11, 311]","[1363, 17, 2, 4045, 11, 2, 189, 4, 2, 2041]"
"[15, 16, 745, 3, 349, 2, 6558, 4592, 759, 3436]","[2, 4741, 2, 8743, 2257, 2, 1741, 5761, 4, 6606]"
"[27, 435, 4, 620, 42, 129, 3, 22, 5, 1]","[58, 30, 4448, 19, 129, 49, 4, 5, 1640, 2669]"
"[2, 1, 7, 774, 739, 3, 281, 50, 66, 530]","[4, 44, 4, 2, 6290, 4009, 7, 102, 335, 44]"
"[1, 11, 511, 1, 11, 2972, 6, 1, 11, 2131]","[223, 351, 77, 30, 23, 37, 159, 1769, 9, 8497]"
"[2, 5118, 62, 16, 10, 29, 293, 3, 22, 1]","[15, 12, 30, 292, 59, 15, 41, 477, 146, 3629]"
"[6, 1, 636, 47, 937, 3558, 304, 12, 16, 2012]","[1283, 749, 4, 3400, 6457, 23, 8934, 1578, 7, 1]"
"[1, 2, 1, 166, 12, 170, 760, 696, 1, 1]","[1, 54, 1221, 20, 3804, 3441, 7, 2, 322, 84]"
"[131, 140, 313, 609, 13, 12, 129, 3, 22, 3030]","[13, 2893, 3, 2106, 3266, 25, 12, 82, 445, 386]"
"[256, 4469, 5, 414, 4, 2, 143, 2747, 1, 224]","[44, 229, 52, 3, 2, 812, 4, 2, 1, 142]"
"[57, 359, 7889, 6, 8, 716, 5164, 27, 911, 420]","[5962, 1200, 41, 30, 22, 916, 9, 1, 1, 2311]"
"[8, 12, 58, 49, 162, 3, 4174, 7, 2, 982]","[89, 9306, 3446, 473, 837, 154, 22, 8383, 4, 4468]"
"[2651, 3, 1268, 2098, 7, 340, 28, 10, 156, 2920]","[336, 659, 7, 29, 395, 940, 144, 3, 19, 315]"
"[2, 1680, 105, 148, 2, 961, 550, 6, 195, 951]","[307, 29, 587, 15, 528, 36, 37, 1, 20, 3879]"
"[3176, 1, 88, 491, 1824, 5, 77, 903, 12, 1]","[61, 2783, 1, 33, 1918, 2, 4293, 4, 75, 1422]"
"[5906, 515, 62, 49, 98, 1, 20, 142, 197, 7298]","[8044, 1, 2872, 8242, 35, 1, 6, 488, 4870, 115]"
"[485, 165, 558, 2, 4844, 1073, 131, 2, 1814, 2517]","[2, 4723, 2468, 5, 6753, 65, 5, 157, 7, 877]"
"[2980, 21, 2, 3413, 287, 17, 7784, 1483, 138, 240]","[1797, 8, 939, 2, 781, 12, 7, 9715, 4587, 396]"
"[14, 2, 758, 117, 439, 72, 1473, 11, 86, 5873]","[57, 348, 109, 885, 17, 8139, 1, 11, 308, 189]"
"[638, 270, 3066, 9, 4759, 4777, 126, 3141, 2, 325]","[353, 3, 4327, 4779, 18, 148, 4, 2, 1999, 363]"
"[1263, 298, 6, 2912, 1, 12, 1, 1, 12, 1]","[1, 2862, 1, 1441, 8, 1, 26, 381, 7, 1]"
"[548, 9, 5, 388, 371, 11, 244, 16, 57, 1652]","[38, 263, 807, 41, 7229, 57, 143, 65, 1, 2792]"
"[131, 18, 13, 1258, 5939, 1, 4, 6483, 3021, 3962]","[4, 1603, 6, 6088, 1, 4, 8156, 54, 158, 131]"
"[4, 19, 197, 4215, 2, 1, 4, 140, 7, 739]","[1, 80, 40, 23, 2, 5332, 290, 3910, 398, 1]"
"[802, 711, 16, 43, 828, 16, 111, 3925, 13, 15]","[1028, 14, 43, 1, 20, 2, 214, 4, 165, 251]"
"[14, 5, 2335, 1, 18, 36, 2707, 14, 76, 1]","[12, 110, 1488, 1002, 600, 1, 26, 134, 605, 3977]"
"[57, 22, 35, 26, 29, 7868, 1865, 7, 1987, 1]","[1, 1, 178, 217, 11, 3, 78, 2648, 149, 1]"
"[26, 16, 24, 37, 1431, 9, 80, 62, 172, 4558]","[18, 29, 1598, 1, 2198, 83, 230, 1102, 6320, 1159]"
"[2, 1046, 1889, 1510, 165, 1, 68, 7828, 748, 5949]","[32, 23, 589, 3, 1, 909, 65, 29, 289, 1]"
"[117, 15, 1, 2514, 374, 723, 4, 2, 2988, 1662]","[6, 1254, 878, 83, 2, 2131, 9, 5415, 1672, 1]"
"[1209, 9, 394, 6985, 3, 1746, 2, 2483, 4, 1781]","[569, 3, 22, 3213, 281, 6195, 5902, 457, 2, 1082]"
"[908, 2, 7434, 6998, 33, 29, 1370, 20, 2, 7805]","[1619, 7068, 782, 29, 1, 1, 1, 399, 6, 1]"
"[8, 13, 15, 2058, 57, 38, 1977, 59, 3661, 708]","[1244, 4, 2803, 149, 6154, 1218, 87, 5649, 6, 1]"
"[186, 18, 30, 3432, 3986, 45, 1368, 2235, 87, 1025]","[505, 5666, 5, 7958, 6, 1, 1, 9, 294, 756]"
"[501, 81, 6766, 2305, 1, 1, 68, 19, 1, 1053]","[1, 6253, 865, 17, 2, 2260, 4, 2, 1701, 1273]"
"[150, 4, 2, 1, 1, 1, 1, 7556, 7353, 809]","[952, 350, 96, 22, 21, 5, 381, 7155, 1, 1435]"
"[12, 129, 3, 71, 373, 4669, 408, 406, 4593, 222]","[2578, 444, 3, 163, 1018, 12, 98, 3, 1, 936]"
"[8, 2, 325, 43, 474, 9989, 659, 237, 5, 357]","[1155, 67, 161, 38, 320, 1896, 3876, 7, 854, 246]"
"[34, 33, 2, 600, 152, 2810, 23, 4713, 68, 1664]","[75, 3, 797, 3, 2180, 181, 1858, 2, 1017, 433]"
"[443, 92, 50, 4, 3536, 1, 1, 2371, 12, 787]","[2082, 3466, 262, 7695, 1, 547, 1, 6, 2780, 1159]"
"[2, 115, 17, 625, 378, 46, 1, 299, 871, 679]","[4, 2, 114, 9906, 1248, 2104, 262, 1, 26, 1]"
"[1517, 43, 22, 750, 40, 6, 7647, 9, 9, 1]","[9641, 52, 53, 22, 2002, 6, 7459, 20, 19, 1686]"
"[1140, 20, 1, 17, 1, 138, 11, 311, 638, 585]","[978, 65, 741, 969, 24, 185, 5, 780, 972, 371]"
"[282, 273, 261, 1, 78, 29, 22, 1226, 9, 893]","[5, 5325, 3577, 3057, 1, 10, 103, 1, 248, 116]"
"[2, 208, 1115, 51, 25, 157, 99, 7, 5, 1]","[9894, 1625, 1, 1256, 65, 1, 3219, 3, 284, 3781]"
"[1420, 1, 23, 5209, 3387, 7, 79, 708, 13, 15]","[385, 1, 67, 306, 996, 7, 7018, 21, 279, 483]"
"[7, 449, 73, 20, 252, 232, 1, 3537, 2, 1]","[2205, 11, 1541, 560, 17, 1, 11, 451, 404, 227]"
"[4279, 2, 1, 4, 1, 8074, 5084, 12, 47, 1]","[2821, 2, 1165, 6, 764, 80, 97, 5, 269, 1]"
"[17, 2, 1, 6, 51, 754, 16, 3, 759, 640]","[5750, 430, 989, 537, 6, 7427, 80, 4, 43, 1579]"
"[804, 203, 6, 38, 184, 8, 9, 2648, 36, 15]","[2, 6523, 9, 4912, 3, 497, 163, 332, 7, 161]"
"[3562, 1, 2249, 199, 3614, 2249, 1, 6, 1, 1]","[9, 52, 1600, 2649, 1743, 6, 1860, 1, 6, 934]"
"[903, 18, 150, 4, 2, 1, 11, 1, 903, 3124]","[75, 2641, 1, 1614, 725, 18, 148, 4, 1078, 1]"
"[14, 5, 1, 1066, 579, 1, 1137, 3, 28, 207]","[12, 439, 3252, 4070, 24, 8995, 1388, 6, 792, 1624]"
"[17, 2, 196, 1532, 7, 1, 27, 1970, 1, 2836]","[1276, 1190, 586, 19, 3360, 84, 6, 1999, 3, 1913]"
"[1, 2363, 6209, 6, 1989, 1, 1137, 3, 28, 207]","[4, 44, 2901, 6, 2, 411, 4, 5, 57, 44]"
"[2362, 1, 7, 1, 9265, 9052, 1, 358, 7, 5015]","[1395, 9, 43, 9715, 1752, 12, 3, 22, 185, 64]"
"[1284, 9, 1738, 42, 29, 1546, 586, 2721, 15, 351]","[562, 83, 319, 2824, 3417, 3363, 21, 5, 714, 1925]"
"[3434, 4, 4531, 3, 132, 58, 32, 27, 2026, 1058]","[2, 2833, 10, 239, 20, 5, 1662, 38, 2, 3592]"
"[6541, 2, 1, 213, 1543, 4967, 7, 1193, 28, 161]","[7, 2, 1, 1, 8281, 46, 1, 11, 453, 1]"
"[2456, 499, 144, 1066, 9797, 1, 1137, 3, 28, 466]","[2, 233, 157, 1, 72, 4, 5583, 97, 6699, 3198]"
"[11, 3296, 4, 1183, 1951, 8697, 4341, 2049, 14, 3012]","[46, 103, 5, 141, 7, 5, 1811, 912, 7, 6253]"
"[227, 6, 155, 1, 1, 1291, 21, 2, 208, 1193]","[1, 4602, 20, 2, 1, 5, 8140, 487, 109, 1]"
"[22, 1, 26, 10, 1, 19, 3681, 4, 2, 1827]","[2305, 83, 1043, 58, 949, 7019, 59, 32, 1, 1046]"
"[687, 1058, 33, 155, 7, 1734, 7, 59, 335, 146]","[3159, 1173, 1706, 114, 169, 1367, 9, 1, 834, 1544]"
"[1, 1688, 96, 29, 22, 289, 2192, 1, 41, 1]","[3972, 701, 2252, 1, 1, 283, 1776, 8045, 2, 997]"
"[3, 1, 1001, 51, 1299, 2930, 237, 97, 2, 1]","[1, 192, 7910, 549, 6, 1, 356, 201, 2, 1150]"
"[195, 35, 3, 500, 39, 569, 615, 4, 2, 2570]","[15, 3076, 2, 968, 8420, 1166, 11, 375, 1027, 507]"
"[6, 98, 5, 339, 4263, 2360, 203, 3453, 544, 1]","[1629, 3680, 637, 8, 29, 8783, 12, 56, 25, 7165]"
"[4632, 6, 14, 2, 1205, 1, 52, 7, 334, 1256]","[2, 1002, 1605, 7, 890, 1167, 133, 1, 6, 1]"
"[5311, 111, 2, 794, 1, 56, 9205, 2104, 1, 477]","[36, 37, 2907, 9, 245, 72, 7, 5, 132, 535]"
"[6, 4202, 4, 2659, 6, 1308, 1228, 17, 5406, 1918]","[888, 502, 7, 5, 1471, 8, 657, 14, 9851, 1]"
"[2, 1356, 1319, 935, 7, 802, 14, 5, 5914, 2310]","[975, 9, 44, 9030, 566, 38, 1538, 2034, 67, 917]"
"[1999, 7, 6, 1142, 468, 150, 4, 2, 1, 1]","[52, 528, 1433, 1, 2802, 6, 3792, 41, 352, 1]"
"[20, 9149, 148, 3940, 1, 1833, 1, 1, 6, 372]","[1424, 9152, 8705, 45, 32, 26, 152, 9, 4752, 3808]"
"[910, 15, 1462, 1, 1, 4, 3627, 17, 1, 3627]","[1, 1, 79, 4, 39, 991, 4610, 7, 5, 251]"
"[12, 8, 660, 6321, 82, 216, 3, 1203, 11, 158]","[3, 1654, 2563, 3, 797, 388, 1228, 571, 26, 5770]"
"[383, 294, 14, 19, 143, 576, 17, 5537, 1505, 9555]","[296, 3023, 1534, 1, 1, 238, 1599, 4, 1847, 6971]"
"[4435, 4350, 1095, 45, 27, 91, 3, 1, 6, 9413]","[1139, 1677, 6858, 982, 6607, 11, 2, 1, 5325, 1113]"
"[1344, 7, 28, 4082, 27, 4044, 119, 4, 1, 1]","[4715, 1, 1165, 342, 2, 3956, 1711, 3, 76, 1041]"
"[1905, 109, 25, 643, 4199, 25, 1023, 90, 16, 125]","[22, 97, 3, 41, 7744, 676, 2, 5412, 4, 1]"
"[14, 2078, 1633, 2198, 7, 30, 736, 3, 6685, 205]","[348, 5553, 1248, 585, 142, 407, 1007, 5859, 109, 1988]"
"[962, 8, 32, 987, 2542, 17, 2, 64, 4, 6551]","[269, 1512, 995, 23, 2310, 1167, 4, 886, 6, 2354]"
"[1719, 3327, 8196, 55, 12, 72, 1, 4987, 7, 428]","[24, 37, 1, 20, 555, 4, 3990, 105, 19, 7162]"
"[47, 48, 2, 2125, 3623, 11, 1066, 810, 73, 2441]","[3708, 12, 11, 43, 129, 3, 5, 433, 162, 1]"
"[164, 220, 103, 187, 129, 3, 857, 3, 83, 4100]","[1449, 7, 1, 4, 1, 1675, 1, 2688, 212, 52]"
"[6, 951, 2, 7141, 4, 340, 12, 1, 13, 15]","[2, 214, 4, 2, 84, 120, 1222, 236, 24, 637]"
"[2, 4020, 1736, 6, 2, 4286, 720, 44, 13, 258]","[1698, 3, 364, 2, 1, 3, 8112, 5923, 397, 1]"
"[1, 6821, 5606, 6, 5169, 1, 1264, 3, 5, 607]","[310, 5219, 2239, 4959, 5, 1832, 2990, 7, 2, 4256]"
"[5624, 592, 201, 13, 15, 42, 5, 1430, 3139, 46]","[4068, 6731, 64, 605, 1044, 1558, 8, 24, 1, 3617]"
"[4, 271, 9319, 4, 31, 4923, 1, 7, 31, 277]","[38, 7415, 10, 1, 7004, 134, 3297, 3807, 7, 2474]"
"[425, 198, 3576, 2258, 276, 8271, 1, 1, 390, 1]","[9, 241, 653, 3, 820, 1, 1771, 2434, 241, 864]"
"[2, 666, 4, 2, 143, 344, 1089, 27, 134, 1302]","[1914, 1, 82, 1584, 5, 401, 2344, 704, 1, 1290]"
"[3453, 860, 2640, 3222, 6, 64, 3851, 56, 551, 5187]","[2528, 12, 1, 1, 2025, 14, 3264, 1, 1586, 1]"
"[58, 49, 23, 88, 801, 1908, 434, 8013, 17, 1]","[398, 28, 1, 1, 36, 641, 3, 92, 14, 15]"
"[49, 1399, 1, 6, 1, 728, 3, 210, 62, 640]","[83, 35, 24, 317, 524, 14, 1, 17, 327, 388]"
"[1207, 5092, 543, 1855, 11, 5, 855, 7412, 41, 1]","[2, 505, 17, 5, 1869, 3805, 7, 57, 311, 142]"
"[1, 247, 3925, 6, 2, 1, 2442, 7, 7400, 1]","[519, 2, 4260, 1303, 18, 5, 1920, 615, 9, 797]"
"[268, 1410, 124, 107, 1731, 60, 4264, 46, 2614, 2031]","[2568, 5372, 1723, 5, 1902, 6, 1, 624, 1197, 495]"
"[1, 6, 1, 2320, 1696, 3, 893, 11, 2, 1413]","[28, 13, 12, 529, 4, 2397, 6, 1, 5, 1639]"
"[2458, 486, 204, 4, 3883, 2602, 6, 536, 9395, 1]","[1264, 53, 22, 1995, 6, 4356, 1, 144, 3, 1]"
"[2102, 488, 399, 165, 297, 1181, 59, 2837, 3215, 1]","[373, 8419, 4840, 177, 342, 259, 526, 567, 9, 272]"
"[8308, 365, 1, 2066, 14, 365, 6871, 1, 196, 7275]","[28, 161, 1059, 4318, 4, 2644, 34, 12, 1471, 8249]"
"[395, 1052, 322, 8850, 4, 1, 1137, 3, 28, 207]","[1159, 873, 1677, 114, 122, 2786, 2742, 797, 2569, 1]"
"[1244, 98, 1304, 3, 132, 47, 4, 16, 841, 124]","[6, 1, 2, 4939, 1, 21, 5931, 3, 179, 1472]"
"[17, 1, 58, 49, 23, 5, 466, 5386, 1264, 1]","[4, 2, 6806, 9719, 3499, 1705, 15, 7017, 5, 1]"
"[1, 3358, 1, 26, 2, 239, 4, 80, 9, 609]","[171, 17, 538, 4, 655, 3556, 5106, 21, 3261, 102]"
"[122, 29, 162, 3, 343, 170, 308, 7, 5, 1921]","[6753, 9760, 1701, 17, 1, 90, 4, 5, 98, 443]"
"[19, 144, 18, 5, 2143, 268, 6, 14, 1, 548]","[3189, 3, 171, 277, 19, 231, 89, 24, 185, 187]"
"[9, 3761, 1812, 1, 9, 3871, 1429, 3871, 9, 1]","[379, 64, 1, 7, 2, 2415, 60, 426, 246, 382]"
"[1, 41, 434, 2, 833, 277, 11, 1, 1, 1]","[41, 22, 4168, 165, 161, 17, 2, 1, 1, 320]"
"[5, 1, 115, 14, 5, 4025, 4, 8364, 6, 4720]","[8873, 6335, 11, 602, 3374, 1, 7, 2752, 7, 8596]"
"[787, 3, 80, 16, 10, 2, 1, 1548, 126, 7208]","[109, 677, 3, 567, 3, 1994, 2, 330, 633, 747]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[659, 106, 1871, 2148, 149, 3564, 415, 1, 4, 7874]"
"[2, 2282, 17, 1, 6016, 85, 1994, 1019, 494, 927]","[153, 511, 9276, 7808, 10, 54, 205, 7, 2, 2313]"
"[1609, 4, 599, 2016, 3, 427, 19, 1, 11, 256]","[2539, 1, 182, 187, 216, 50, 6, 97, 2, 183]"
"[86, 1, 1, 391, 3, 1119, 1, 1, 7, 814]","[1, 796, 10, 386, 61, 91, 4, 2, 3051, 2441]"
"[13, 517, 18, 2501, 6, 2998, 6, 4342, 61, 1]","[11, 530, 1146, 1611, 1255, 2546, 1, 6, 8930, 4244]"
"[50, 4, 2, 3616, 2114, 14, 2877, 4, 3451, 240]","[12, 54, 2638, 3940, 2163, 17, 2, 1290, 4264, 175]"
"[216, 9, 119, 85, 65, 3, 5383, 6, 98, 182]","[2610, 6, 82, 1171, 7, 2967, 17, 5, 3919, 821]"
"[3, 136, 578, 2, 973, 4, 5, 9015, 6839, 579]","[173, 3, 1761, 6630, 2, 1, 1793, 872, 24, 16]"
"[1, 11, 59, 6092, 3101, 550, 256, 13, 10, 5512]","[235, 7, 6551, 100, 858, 5939, 4, 1797, 4428, 8442]"
"[7052, 165, 674, 6484, 13, 1, 1495, 310, 83, 940]","[148, 663, 6537, 176, 4247, 3, 1487, 1, 9, 1471]"
"[663, 727, 5, 1, 9, 2, 3237, 163, 1049, 904]","[347, 2, 213, 206, 402, 1, 782, 9, 2, 114]"
"[458, 38, 27, 134, 53, 6, 38, 134, 216, 465]","[909, 13, 54, 2456, 50, 237, 5, 316, 4, 3177]"
"[84, 40, 16, 10, 1303, 3, 5365, 8461, 2329, 834]","[7445, 1, 5, 1701, 14, 5, 1, 795, 64, 272]"
"[1344, 7, 28, 1413, 27, 4044, 119, 4, 1, 1]","[7319, 6, 1, 58, 23, 780, 442, 11, 1656, 197]"
"[85, 65, 25, 69, 2279, 13, 78, 22, 1, 294]","[35, 54, 8303, 31, 241, 1946, 5845, 17, 2, 449]"
"[768, 1, 4, 1, 3395, 384, 2, 2271, 3136, 6603]","[1081, 3072, 1347, 53, 894, 273, 64, 9, 3219, 433]"
"[17, 4863, 6, 1, 1988, 257, 16, 43, 22, 1]","[432, 1377, 9, 51, 3, 138, 107, 40, 3031, 417]"
"[507, 36, 97, 12, 1, 897, 21, 1, 7, 4922]","[33, 7, 1622, 428, 4, 1, 26, 2245, 11, 260]"
"[1, 1484, 8206, 81, 36, 10, 2519, 14, 2208, 778]","[219, 17, 1270, 557, 4, 759, 7, 2, 74, 187]"
"[8487, 92, 945, 11, 2, 130, 3, 1, 120, 1]","[184, 4, 2, 1, 1, 42, 2, 1, 4, 2816]"
"[285, 1, 424, 24, 362, 768, 14, 1, 169, 4163]","[1661, 3526, 3990, 347, 2, 5271, 2146, 7, 2, 425]"
"[883, 68, 18, 2, 1067, 4, 2, 1341, 524, 852]","[33, 1, 131, 1, 7, 2742, 797, 6, 5456, 846]"
"[138, 156, 7, 353, 11, 31, 3762, 1791, 4, 9116]","[343, 1, 1, 34, 1131, 3857, 1, 7, 177, 1]"
"[16, 6, 16, 12, 69, 48, 313, 609, 16, 2093]","[852, 3, 9611, 39, 5777, 4528, 1032, 7, 2, 1701]"
"[262, 36, 122, 29, 162, 3, 1391, 9, 2, 114]","[1233, 11, 19, 3037, 75, 116, 13, 488, 15, 478]"
"[1317, 68, 632, 247, 902, 68, 2, 167, 107, 73]","[1, 118, 5, 57, 1, 2324, 2532, 20, 987, 1425]"
"[176, 2, 398, 15, 28, 69, 876, 52, 2, 5227]","[390, 4940, 4, 5, 1049, 7909, 217, 50, 7, 2913]"
"[22, 2, 280, 1701, 6139, 1345, 9, 2, 1, 542]","[527, 12, 4168, 109, 1802, 1318, 1404, 6, 1348, 2728]"
"[285, 32, 4802, 9, 647, 14, 300, 3, 186, 578]","[4, 1777, 21, 29, 1428, 1902, 7, 1533, 4, 9310]"
"[33, 330, 70, 38, 43, 132, 66, 38, 57, 90]","[128, 1, 7871, 8520, 1492, 708, 5469, 1, 1, 83]"
"[35, 3, 362, 5, 2454, 325, 446, 3, 2, 1178]","[41, 809, 3, 1986, 878, 3, 2, 1165, 7, 530]"
"[40, 31, 1, 1, 24, 1292, 3, 3001, 5, 3787]","[142, 6931, 6447, 75, 3, 2317, 56, 722, 3588, 5847]"
"[1102, 3, 210, 2, 1, 4, 114, 673, 13, 15]","[3587, 1, 6, 2725, 2, 5158, 2514, 4, 1724, 665]"
"[12, 2119, 2, 1309, 43, 2027, 52, 2, 973, 667]","[368, 47, 7737, 26, 86, 2680, 7, 5, 7687, 1297]"
"[772, 21, 56, 68, 2, 245, 18, 125, 18, 2910]","[5, 3849, 520, 184, 24, 37, 218, 50, 9, 1599]"
"[2, 782, 40, 5, 4271, 218, 65, 11, 685, 6162]","[62, 5, 253, 409, 659, 3930, 1, 6, 5033, 2712]"
"[770, 111, 53, 6, 5244, 1, 1264, 3, 5, 607]","[209, 72, 324, 45, 4590, 1279, 1, 182, 50, 1823]"
"[49, 147, 38, 27, 69, 423, 9, 5, 249, 682]","[8798, 1, 6, 104, 3181, 80, 1, 18, 5, 401]"
"[11, 42, 1002, 1066, 3898, 1, 1137, 3, 28, 207]","[979, 146, 12, 3568, 57, 1105, 26, 1953, 9, 310]"
"[1504, 7, 2, 738, 9, 2, 2465, 1, 28, 161]","[1201, 7, 877, 6, 2754, 3, 564, 325, 3, 1300]"
"[2, 212, 211, 3486, 7, 2, 776, 27, 18, 2874]","[1424, 1467, 4, 56, 63, 7, 5, 372, 906, 746]"
"[2, 135, 4, 1118, 6, 1689, 6, 921, 4, 1]","[7, 2784, 6, 4820, 7, 2, 7571, 142, 4, 1]"
"[3125, 1, 6, 3407, 5832, 158, 7, 512, 3, 1]","[6, 5579, 33, 6891, 38, 7040, 3, 1457, 6, 7559]"
"[4, 6749, 6, 916, 974, 3, 986, 6, 3993, 2]","[100, 7, 2853, 26, 82, 11, 2, 7594, 4, 1]"
"[355, 7009, 6, 3527, 4, 2486, 1, 1688, 1824, 9075]","[2791, 5, 315, 20, 2, 568, 925, 3, 1007, 140]"
"[1449, 58, 1, 27, 168, 52, 2, 1742, 1219, 97]","[4328, 7, 184, 4, 3138, 5, 1735, 1197, 410, 16]"
"[300, 48, 2, 470, 3, 434, 2, 9314, 77, 350]","[10, 239, 7, 1660, 333, 3, 22, 5, 1, 808]"
"[9, 2, 183, 986, 1000, 558, 2, 482, 880, 203]","[452, 814, 256, 78, 25, 23, 30, 1214, 5, 5375]"
"[33, 95, 2955, 1310, 3, 1720, 3054, 7, 451, 1613]","[8, 129, 6742, 83, 52, 58, 944, 2241, 9319, 301]"
